mbr_id,sid,bgn_dt,stg_cd,thma_nm,step_nm,stg_nm,dtl_cn,try_no,lrn_prgs_sts_cd
MPID0120060009320,mathpd28394674833512571,2021-08-08,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0222100025417,mathpd32313066973816667,2021-09-22,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0126030014090,mathpd29347972761863259,2021-08-19,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0126030014090,mathpd29348021184043781,2021-08-19,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC04
MPID0406110033988,mathpd32554842149672311,2021-09-25,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0204130020792,mathpd27204798774693965,2021-07-25,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,22,LPSC02
MPID0120050010343,mathpd33527979194649440,2021-10-06,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0727100048264,mathpd27988085960392789,2021-08-03,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,4,LPSC03
MPID0129050016615,mathpd27970445219546922,2021-08-03,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0420140036945,mathpd29186200645498292,2021-08-17,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0129050016615,mathpd28835239834457013,2021-08-13,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,3,LPSC04
MPID0319100032029,mathpd32377721204612890,2021-09-23,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0330100033689,mathpd32386408614589275,2021-09-23,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC04
MPID0729130048717,mathpd32206130067431519,2021-09-21,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC03
MPID0225100025733,mathpd32217053376215495,2021-09-21,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0629110045635,mathpd32904335360564214,2021-09-29,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,2,LPSC02
MPID0120060011395,mathpd28766885916712351,2021-08-12,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,3,LPSC04
MPID0120050010343,mathpd27300133913100779,2021-07-26,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
MPID0126020013529,mathpd34031667301427388,2021-10-12,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC02
MPID0120060011959,mathpd26776871725658360,2021-07-20,F03_0_2,나눗셈,나눗셈 알아보기,나눗셈(3),곱셈구구 내에서 몫 구하기,1,LPSC03
